Brand,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Honda,2017,8.43,136941,CNG,Individual,Automatic,2,1.49
Tata,2024,7.63,30414,Petrol,Dealer,Manual,0,5.73
Skoda,2022,13.03,58486,Diesel,Dealer,Manual,0,6.64
Renault,2012,8.22,209088,Diesel,Dealer,Automatic,1,0.94
Honda,2019,9.91,98788,Petrol,Dealer,Manual,0,2.71
Ford,2025,8.68,20412,Petrol,Individual,Manual,2,5.78
Hyundai,2010,9.12,245508,Diesel,Individual,Manual,3,0.62
Ford,2012,9.41,213040,Diesel,Dealer,Manual,0,1.03
Maruti,2009,7.9,249214,Petrol,Dealer,Manual,0,0.64
Toyota,2025,12.69,23468,Diesel,Dealer,Manual,1,10.93
Hyundai,2016,9.04,158835,Petrol,Individual,Manual,0,1.47
Hyundai,2011,9.4,224507,Petrol,Dealer,Manual,0,0.97
Volkswagen,2018,10.99,128014,CNG,Individual,Manual,0,2.12
Hyundai,2024,8.31,29498,CNG,Individual,Manual,0,4.79
Ford,2018,7.91,126958,CNG,Dealer,Manual,0,1.7
Hyundai,2021,7.57,68178,Petrol,Dealer,Manual,1,3.18
Tata,2018,8.92,121486,Diesel,Dealer,Manual,2,1.92
Mahindra,2008,10.42,283154,Petrol,Dealer,Automatic,0,0.77
Hyundai,2014,10.02,183161,Petrol,Dealer,Manual,1,1.4
Renault,2021,7.05,71982,Petrol,Dealer,Manual,0,2.91
Tata,2018,7.82,126148,Diesel,Dealer,Manual,0,2.0
Hyundai,2013,8.35,186771,Diesel,Dealer,Manual,2,0.92
Renault,2023,6.41,44512,Petrol,Dealer,Automatic,0,4.49
Maruti,2013,8.38,199127,Diesel,Dealer,Manual,0,1.19
Tata,2015,7.18,166105,Diesel,Individual,Manual,1,1.11
Renault,2009,6.26,252494,Diesel,Dealer,Automatic,0,0.57
Maruti,2023,8.23,42909,Petrol,Dealer,Manual,1,4.5
Tata,2017,6.54,138903,Petrol,Dealer,Manual,0,1.48
Honda,2023,9.38,43141,Petrol,Dealer,Manual,0,6.05
Mahindra,2024,12.97,23554,Diesel,Individual,Manual,0,9.13
Skoda,2013,11.75,194552,Diesel,Dealer,Manual,0,1.54
Hyundai,2023,8.37,47424,Diesel,Dealer,Automatic,1,5.32
Mahindra,2008,9.5,275001,Diesel,Individual,Automatic,0,0.68
Honda,2016,11.08,149412,Petrol,Individual,Manual,1,1.74
Ford,2013,11.13,188634,Petrol,Dealer,Manual,0,1.43
Renault,2022,8.5,63191,Diesel,Dealer,Manual,1,4.13
Tata,2020,8.62,87066,Diesel,Dealer,Manual,0,2.86
Skoda,2023,13.13,46035,Diesel,Individual,Manual,0,7.78
Skoda,2015,12.94,165063,Diesel,Individual,Manual,0,2.1
Mahindra,2020,10.57,105017,Diesel,Individual,Automatic,2,3.07
Skoda,2018,11.03,114789,Diesel,Dealer,Automatic,0,2.96
Volkswagen,2017,10.74,143848,Petrol,Individual,Manual,0,1.96
Maruti,2016,6.41,165526,Diesel,Dealer,Manual,0,1.22
Toyota,2023,14.95,45814,Petrol,Dealer,Manual,0,9.7
Hyundai,2010,10.12,251368,Diesel,Dealer,Manual,0,0.96
Skoda,2016,14.64,132899,Petrol,Individual,Manual,2,2.12
Honda,2025,11.16,21994,Petrol,Individual,Manual,1,7.72
Honda,2013,9.77,192743,Petrol,Individual,Manual,1,1.01
Maruti,2021,8.17,73051,Diesel,Individual,Automatic,0,3.44
Volkswagen,2022,10.15,64367,Petrol,Individual,Manual,0,4.86
Tata,2023,9.02,47854,Petrol,Dealer,Manual,0,5.21
Ford,2024,7.66,27501,Petrol,Dealer,Manual,1,5.19
Tata,2019,9.05,117489,Diesel,Dealer,Manual,0,2.77
Tata,2019,7.21,111904,Diesel,Individual,Manual,2,1.69
Skoda,2019,11.11,117843,CNG,Dealer,Manual,0,2.71
Tata,2022,7.02,67414,Petrol,Dealer,Manual,1,3.08
Ford,2008,10.37,259951,Petrol,Dealer,Automatic,0,0.73
Skoda,2013,11.18,200805,Petrol,Dealer,Manual,2,1.2
Honda,2011,11.53,226488,Diesel,Dealer,Manual,0,1.13
Skoda,2014,12.96,196258,Diesel,Dealer,Manual,1,1.94
Toyota,2013,15.1,198585,Petrol,Individual,Manual,0,1.77
Maruti,2011,6.21,244342,CNG,Dealer,Manual,0,0.59
Mahindra,2009,11.74,254688,Petrol,Dealer,Manual,0,0.9
Volkswagen,2023,9.95,51894,Diesel,Dealer,Manual,0,6.21
Renault,2015,8.01,173416,Diesel,Individual,Manual,2,1.15
Toyota,2021,16.39,84524,Petrol,Dealer,Manual,2,5.69
Volkswagen,2022,12.28,49231,Petrol,Individual,Manual,2,5.44
Ford,2018,9.73,116855,CNG,Dealer,Manual,1,2.07
Mahindra,2011,10.18,227783,Petrol,Dealer,Manual,0,1.07
Volkswagen,2013,9.77,197517,Petrol,Dealer,Manual,0,1.24
Ford,2012,8.65,214213,Petrol,Individual,Manual,0,0.86
Renault,2009,8.16,255637,Petrol,Individual,Manual,2,0.54
Ford,2020,10.59,93419,Petrol,Individual,Manual,1,3.22
Mahindra,2009,13.03,248681,Petrol,Dealer,Automatic,3,0.85
Skoda,2014,13.55,173750,Petrol,Dealer,Manual,0,2.04
Tata,2019,8.71,110345,Petrol,Dealer,Manual,0,2.32
Honda,2008,8.67,272246,Diesel,Individual,Manual,0,0.52
Renault,2018,6.12,125059,Petrol,Dealer,Manual,1,1.48
Mahindra,2021,12.11,71430,Petrol,Individual,Manual,0,4.51
Renault,2024,7.7,35054,Diesel,Dealer,Manual,0,5.65
Volkswagen,2020,9.09,84945,Petrol,Individual,Manual,1,2.74
Maruti,2025,7.37,4825,Diesel,Dealer,Manual,0,6.69
Skoda,2014,12.08,189357,Petrol,Individual,Manual,1,1.42
Maruti,2016,6.03,154368,Petrol,Individual,Manual,0,1.0
Hyundai,2019,8.81,90180,Petrol,Dealer,Manual,3,2.14
Honda,2008,11.7,266057,Petrol,Individual,Automatic,1,0.73
Honda,2025,8.22,1723,Diesel,Individual,Manual,0,7.2
Ford,2017,9.53,142863,Diesel,Dealer,Manual,0,2.03
Ford,2010,10.57,235785,Petrol,Dealer,Manual,1,0.92
Tata,2017,8.83,132597,Petrol,Individual,Manual,0,1.68
Ford,2017,9.61,136848,Petrol,Dealer,Automatic,0,2.37
Maruti,2011,7.52,227254,Diesel,Dealer,Automatic,0,0.85
Honda,2017,8.21,149803,Petrol,Dealer,Manual,0,1.67
Toyota,2009,12.94,249063,Diesel,Dealer,Automatic,0,1.05
Renault,2023,6.78,48158,CNG,Individual,Manual,0,3.47
Honda,2025,11.67,28313,Petrol,Dealer,Manual,1,8.89
Skoda,2014,10.63,183213,Petrol,Dealer,Automatic,0,1.7
Volkswagen,2011,9.25,234886,Petrol,Dealer,Manual,1,0.82
Tata,2015,8.12,153691,Petrol,Dealer,Manual,0,1.45
Ford,2025,11.18,17568,Petrol,Dealer,Manual,0,9.17
Renault,2016,6.9,141617,Diesel,Dealer,Automatic,0,1.47
Tata,2011,7.86,223047,Petrol,Dealer,Manual,0,0.84
Tata,2008,8.07,275326,Petrol,Dealer,Manual,1,0.5
Skoda,2011,11.71,231042,Diesel,Individual,Manual,1,1.03
Mahindra,2024,11.6,41843,Diesel,Dealer,Manual,0,8.14
Renault,2023,7.01,55463,Petrol,Individual,Manual,2,3.25
Tata,2012,7.1,210207,Diesel,Individual,Manual,0,0.75
Mahindra,2022,13.09,64135,CNG,Dealer,Automatic,3,5.49
Volkswagen,2010,11.39,227490,Diesel,Dealer,Manual,2,0.87
Volkswagen,2015,11.64,170954,Petrol,Dealer,Manual,1,1.85
Maruti,2010,7.21,231008,Petrol,Individual,Manual,0,0.61
Honda,2017,10.42,139815,Petrol,Dealer,Manual,1,2.02
Hyundai,2011,8.32,227186,Diesel,Individual,Automatic,0,0.86
Ford,2018,8.75,122892,Petrol,Individual,Manual,2,1.71
Toyota,2013,16.54,192432,Petrol,Individual,Manual,0,2.04
Skoda,2013,12.52,189849,Diesel,Individual,Manual,3,1.18
Maruti,2017,7.29,129203,CNG,Individual,Manual,0,1.33
Hyundai,2017,7.29,134749,Diesel,Individual,Manual,0,1.47
Volkswagen,2008,10.53,277115,Petrol,Dealer,Manual,0,0.71
Skoda,2012,12.78,216926,Petrol,Dealer,Manual,2,1.2
Mahindra,2016,10.26,151451,Petrol,Individual,Manual,1,1.6
Volkswagen,2008,10.62,268717,Petrol,Individual,Manual,3,0.52
Volkswagen,2022,11.26,68861,CNG,Individual,Automatic,1,4.42
Renault,2020,7.31,86469,Diesel,Dealer,Manual,0,2.61
Honda,2009,10.82,259402,Diesel,Dealer,Manual,0,0.91
Mahindra,2011,9.8,222186,Diesel,Dealer,Manual,1,0.99
Honda,2011,8.31,219857,Petrol,Individual,Manual,0,0.71
Tata,2018,6.93,114835,Petrol,Individual,Manual,0,1.43
Volkswagen,2014,9.57,178289,Diesel,Dealer,Manual,0,1.4
Volkswagen,2025,9.06,26062,Diesel,Dealer,Manual,0,8.28
Ford,2017,10.01,131955,Diesel,Dealer,Manual,1,2.02
Ford,2023,7.72,56636,Diesel,Dealer,Manual,0,4.64
Maruti,2023,6.15,48648,Petrol,Individual,Manual,3,2.88
Ford,2013,10.59,186805,Petrol,Dealer,Automatic,1,1.44
Tata,2025,7.81,9030,Diesel,Dealer,Manual,0,7.57
Renault,2013,7.91,195633,Petrol,Dealer,Manual,2,0.86
Skoda,2024,11.24,46973,Diesel,Dealer,Manual,0,8.04
Tata,2022,7.58,46884,Diesel,Dealer,Manual,0,4.27
Hyundai,2025,8.42,12941,Petrol,Dealer,Manual,2,6.67
Maruti,2017,8.18,133935,Diesel,Dealer,Manual,2,1.67
Maruti,2023,7.06,57983,Diesel,Dealer,Manual,0,4.23
Toyota,2009,16.05,249653,CNG,Dealer,Automatic,0,1.25
Maruti,2023,6.15,46634,Petrol,Dealer,Automatic,0,3.8
Mahindra,2018,10.38,111611,CNG,Individual,Automatic,0,2.42
Tata,2011,6.58,222858,Petrol,Individual,Manual,3,0.48
Mahindra,2016,12.61,162089,Petrol,Individual,Automatic,1,2.08
Toyota,2016,15.2,146179,Petrol,Dealer,Manual,0,2.75
Skoda,2018,11.01,134752,Petrol,Individual,Manual,0,2.38
Honda,2012,9.87,189686,CNG,Dealer,Manual,1,0.99
Tata,2011,8.66,228310,Diesel,Dealer,Manual,0,0.93
Toyota,2010,16.26,234724,Diesel,Dealer,Manual,0,1.5
Tata,2024,7.5,30002,Petrol,Dealer,Manual,1,4.91
Mahindra,2012,12.76,212964,Petrol,Dealer,Manual,0,1.39
Tata,2019,7.06,99273,Petrol,Dealer,Manual,0,1.89
Skoda,2013,14.53,199547,Petrol,Dealer,Manual,1,1.7
Toyota,2013,13.59,196212,Petrol,Individual,Automatic,0,1.71
Mahindra,2014,11.5,175517,Petrol,Individual,Automatic,1,1.59
Toyota,2017,13.77,135711,Diesel,Dealer,Automatic,0,3.27
Toyota,2013,17.33,197819,Petrol,Dealer,Manual,3,1.77
Maruti,2024,6.73,28902,Petrol,Dealer,Manual,0,4.76
Mahindra,2022,13.62,47889,Diesel,Individual,Manual,2,5.73
Toyota,2021,12.53,80778,Petrol,Dealer,Automatic,3,4.25
Maruti,2012,6.95,201396,Petrol,Individual,Manual,0,0.71
Volkswagen,2019,10.86,104612,Petrol,Dealer,Manual,1,2.78
Volkswagen,2018,11.09,119556,Petrol,Dealer,Manual,0,2.65
Mahindra,2021,10.43,84887,Petrol,Individual,Automatic,1,3.84
Maruti,2021,7.86,66968,Diesel,Individual,Manual,1,2.96
Tata,2017,6.65,139230,Diesel,Dealer,Manual,0,1.38
Ford,2025,9.43,7300,Petrol,Individual,Manual,1,7.01
Honda,2009,10.67,255154,Diesel,Dealer,Manual,1,0.83
Toyota,2008,15.84,289753,Petrol,Dealer,Automatic,0,1.2
Skoda,2021,10.38,70064,Diesel,Dealer,Automatic,0,4.81
Ford,2023,8.34,38998,Petrol,Dealer,Manual,1,5.08
Skoda,2023,14.91,48114,Diesel,Dealer,Automatic,1,9.87
Renault,2012,7.34,201596,Petrol,Dealer,Automatic,0,0.86
Skoda,2013,12.11,184015,CNG,Individual,Manual,1,1.21
Skoda,2023,11.25,51375,CNG,Individual,Manual,1,5.25
Renault,2013,6.75,193645,Petrol,Dealer,Manual,0,0.93
Volkswagen,2019,12.7,91089,Diesel,Individual,Manual,0,3.42
Toyota,2012,14.4,200501,Petrol,Dealer,Manual,0,1.69
Hyundai,2011,7.98,213008,Petrol,Dealer,Manual,0,0.86
Mahindra,2024,10.3,32178,Petrol,Individual,Automatic,0,6.92
Mahindra,2015,13.18,166093,Petrol,Dealer,Manual,1,2.19
Ford,2016,7.95,152877,Petrol,Individual,Manual,2,1.17
Mahindra,2010,10.7,242547,Petrol,Individual,Manual,0,0.81
Volkswagen,2009,12.6,247813,Petrol,Individual,Manual,3,0.71
Maruti,2013,7.22,203355,Diesel,Dealer,Manual,1,0.95
Ford,2015,10.06,166189,Petrol,Dealer,Manual,3,1.37
Volkswagen,2014,10.49,178560,Petrol,Dealer,Manual,0,1.51
Ford,2022,8.54,66949,CNG,Dealer,Manual,0,3.93
Maruti,2017,6.37,139459,Petrol,Dealer,Manual,0,1.34
Volkswagen,2022,10.01,75927,Petrol,Dealer,Automatic,0,4.9
Renault,2024,8.04,34727,Petrol,Dealer,Manual,0,5.56
Ford,2022,8.68,66296,Petrol,Dealer,Manual,2,3.54
Skoda,2011,12.74,215404,Petrol,Individual,Manual,0,1.24
Ford,2009,11.01,254848,Petrol,Individual,Manual,0,0.75
Tata,2019,8.08,112935,Diesel,Dealer,Manual,0,2.3
Skoda,2008,10.56,262440,Petrol,Dealer,Manual,0,0.77
Skoda,2024,13.01,36361,Diesel,Dealer,Manual,0,9.82
Ford,2016,7.71,152203,CNG,Dealer,Manual,0,1.36
Mahindra,2023,12.69,40014,Petrol,Dealer,Manual,1,7.63
Maruti,2015,7.62,173857,Diesel,Dealer,Manual,0,1.39
Mahindra,2015,9.42,173632,Petrol,Dealer,Manual,1,1.43
Ford,2019,10.18,108377,Petrol,Dealer,Manual,1,2.82
Hyundai,2018,8.24,115331,Diesel,Dealer,Automatic,0,2.1
Renault,2010,6.39,239593,Petrol,Dealer,Manual,0,0.55
Tata,2010,8.34,238751,Diesel,Dealer,Manual,1,0.68
Renault,2009,8.61,261506,Diesel,Dealer,Manual,0,0.73
Honda,2012,11.02,216025,Petrol,Dealer,Manual,0,1.28
Toyota,2015,13.27,179279,Diesel,Dealer,Manual,0,2.34
Toyota,2014,13.94,182408,Diesel,Dealer,Manual,2,1.95
Renault,2009,7.9,256600,CNG,Dealer,Manual,0,0.55
Mahindra,2020,11.47,79552,Petrol,Individual,Manual,0,3.61
Renault,2011,8.41,212546,Diesel,Individual,Manual,1,0.71
Volkswagen,2010,10.88,239230,CNG,Dealer,Automatic,1,0.93
Tata,2024,7.6,30202,Petrol,Individual,Manual,0,4.83
Mahindra,2016,12.5,145452,Diesel,Dealer,Manual,0,2.49
Mahindra,2010,10.95,255047,Diesel,Dealer,Automatic,0,1.09
Mahindra,2025,11.69,21064,Diesel,Individual,Manual,1,8.46
Honda,2021,8.98,66299,Petrol,Dealer,Automatic,0,4.1
Mahindra,2020,10.05,91499,Petrol,Dealer,Manual,0,3.34
Maruti,2013,6.04,189099,Diesel,Dealer,Manual,2,0.72
Ford,2015,9.32,153272,Diesel,Individual,Automatic,0,1.53
Volkswagen,2010,10.22,233037,Diesel,Dealer,Automatic,0,0.93
Toyota,2023,15.84,34185,Diesel,Dealer,Manual,0,10.13
Tata,2019,7.03,100669,Diesel,Dealer,Manual,0,2.14
Mahindra,2019,12.44,103625,Petrol,Dealer,Manual,1,3.15
Maruti,2013,7.37,199917,Diesel,Dealer,Automatic,1,1.05
Ford,2019,9.94,121849,Petrol,Dealer,Manual,0,2.58
Renault,2023,6.08,47855,Diesel,Dealer,Automatic,0,4.29
Skoda,2021,11.36,72300,Petrol,Dealer,Manual,3,3.77
Renault,2022,6.4,71965,Petrol,Dealer,Manual,0,3.2
Tata,2012,8.02,212054,Diesel,Dealer,Manual,0,0.92
Ford,2010,10.97,238710,Diesel,Dealer,Manual,0,0.97
Ford,2014,9.28,179380,CNG,Dealer,Manual,0,1.24
Skoda,2020,11.04,84693,Petrol,Dealer,Automatic,0,4.34
Skoda,2015,14.7,162339,Petrol,Individual,Manual,0,2.38
Maruti,2018,7.88,121185,Diesel,Individual,Manual,0,1.68
Renault,2019,8.26,93489,Petrol,Dealer,Manual,1,2.19
Ford,2019,10.36,100489,Petrol,Individual,Manual,1,2.36
Ford,2017,9.89,132936,Petrol,Dealer,Manual,0,2.12
Hyundai,2011,10.34,218477,Petrol,Dealer,Manual,0,1.09
Skoda,2017,10.47,131646,Petrol,Individual,Manual,0,1.99
Volkswagen,2024,10.32,21653,Diesel,Dealer,Automatic,0,8.85
Hyundai,2009,8.84,261564,Petrol,Dealer,Manual,0,0.68
Maruti,2013,8.73,186006,Petrol,Dealer,Manual,1,1.04
Honda,2021,8.55,66925,Diesel,Dealer,Automatic,0,3.91
Renault,2008,6.49,270249,Petrol,Dealer,Manual,0,0.41
Honda,2020,8.28,82188,Petrol,Dealer,Automatic,0,3.21
Honda,2020,8.54,86174,Diesel,Individual,Manual,0,2.86
Honda,2017,9.05,141782,Petrol,Dealer,Manual,0,1.83
Toyota,2024,12.31,22193,Petrol,Dealer,Automatic,2,8.69
Tata,2016,7.5,154073,Petrol,Dealer,Manual,0,1.35
Ford,2009,9.38,263338,Petrol,Dealer,Manual,0,0.76
Maruti,2024,7.09,28496,Diesel,Dealer,Manual,0,5.33
Mahindra,2018,9.96,114337,Petrol,Dealer,Manual,1,2.3
Ford,2011,8.02,228838,Petrol,Dealer,Manual,1,0.78
Tata,2023,8.18,40683,Petrol,Dealer,Manual,0,4.81
Renault,2023,6.98,41122,Petrol,Individual,Automatic,0,4.48
Mahindra,2023,12.98,58017,Petrol,Individual,Manual,1,6.08
Tata,2021,9.25,70007,CNG,Dealer,Manual,0,3.8
Mahindra,2017,10.7,119884,Petrol,Dealer,Automatic,1,2.43
Skoda,2018,14.96,136478,Petrol,Dealer,Manual,1,3.56
Tata,2014,6.41,179517,CNG,Dealer,Manual,0,0.87
Skoda,2012,11.87,210881,Petrol,Dealer,Manual,2,1.18
Volkswagen,2013,9.29,195570,Diesel,Dealer,Manual,0,1.26
Honda,2024,9.74,16790,Diesel,Individual,Manual,0,6.83
Honda,2021,10.72,70604,Diesel,Dealer,Manual,0,4.92
Volkswagen,2018,10.18,127405,Diesel,Individual,Manual,0,2.46
Ford,2021,10.02,77937,CNG,Individual,Manual,0,3.39
Honda,2022,10.52,52939,Petrol,Individual,Automatic,3,4.33
Toyota,2022,16.54,68439,Petrol,Individual,Manual,0,7.43
Tata,2020,7.14,101410,Petrol,Individual,Manual,1,2.04
Skoda,2011,11.34,226913,Petrol,Dealer,Manual,2,1.01
Ford,2014,11.17,163973,Petrol,Dealer,Manual,0,1.69
Maruti,2008,7.86,255232,Petrol,Dealer,Manual,1,0.49
Hyundai,2010,8.0,247266,Petrol,Individual,Manual,0,0.66
Honda,2016,8.19,142820,Petrol,Dealer,Manual,0,1.62
Maruti,2008,8.56,273178,CNG,Individual,Automatic,1,0.49
Maruti,2015,7.79,162510,Diesel,Dealer,Automatic,0,1.54
Volkswagen,2010,9.47,248580,Diesel,Individual,Automatic,0,0.88
Ford,2014,9.58,173276,Petrol,Dealer,Manual,0,1.5
Mahindra,2017,10.13,138191,Petrol,Dealer,Manual,0,2.07
Volkswagen,2021,9.16,84051,Diesel,Dealer,Manual,0,3.83
Mahindra,2009,13.51,266472,Diesel,Dealer,Manual,0,1.09
Mahindra,2025,9.46,14961,Petrol,Dealer,Automatic,2,8.31
Renault,2010,7.1,255389,Petrol,Individual,Manual,0,0.6
Toyota,2012,17.3,216001,Petrol,Dealer,Manual,0,1.87
Ford,2019,10.8,116105,Petrol,Dealer,Manual,0,2.84
Mahindra,2017,11.41,147220,Petrol,Individual,Manual,0,2.12
Mahindra,2018,11.3,107049,Diesel,Dealer,Automatic,0,2.95
Hyundai,2025,9.98,895,Diesel,Dealer,Manual,1,9.22
Ford,2013,9.83,182317,Petrol,Individual,Manual,0,1.17
Maruti,2017,6.76,145887,Diesel,Individual,Manual,0,1.28
Toyota,2014,12.89,178573,Diesel,Dealer,Manual,1,1.75
Honda,2024,9.46,17940,Petrol,Individual,Manual,1,5.85
Volkswagen,2011,12.62,227585,Petrol,Dealer,Automatic,0,1.3
Hyundai,2025,9.53,2181,Diesel,Individual,Manual,0,8.39
Volkswagen,2020,12.92,84196,Petrol,Dealer,Manual,0,4.72
Honda,2018,8.11,111494,Diesel,Individual,Manual,0,1.85
Skoda,2017,10.52,132622,CNG,Dealer,Manual,0,2.14
Tata,2015,8.5,172093,Diesel,Dealer,Manual,1,1.32
Hyundai,2015,10.07,180270,Petrol,Dealer,Manual,1,1.61
Skoda,2008,13.12,276270,Diesel,Dealer,Manual,0,0.88
Skoda,2015,10.54,156274,Diesel,Dealer,Manual,0,1.83
Hyundai,2015,9.93,168218,Petrol,Dealer,Manual,0,1.56
Skoda,2015,11.08,165599,Petrol,Dealer,Manual,0,1.78
Volkswagen,2024,12.28,28716,Diesel,Dealer,Manual,0,8.82
Maruti,2011,7.9,224652,Diesel,Individual,Automatic,1,0.79
Mahindra,2014,11.77,181060,CNG,Dealer,Manual,1,1.49
Renault,2023,6.99,47699,Diesel,Dealer,Manual,0,4.15
Skoda,2021,14.48,76970,Petrol,Dealer,Automatic,1,5.88
Hyundai,2010,10.29,229408,Petrol,Individual,Manual,0,0.85
Mahindra,2017,11.17,132251,Diesel,Dealer,Manual,1,2.35
Toyota,2025,15.74,23211,Petrol,Individual,Automatic,0,12.38
Volkswagen,2021,9.2,81265,Diesel,Individual,Automatic,1,3.43
Ford,2024,8.73,32562,Diesel,Individual,Automatic,0,6.77
Skoda,2019,13.41,108027,Petrol,Individual,Manual,1,3.36
Toyota,2020,12.28,84462,CNG,Individual,Automatic,0,3.85
Honda,2021,10.94,78781,Diesel,Dealer,Manual,0,4.32
Mahindra,2009,13.36,219887,Petrol,Dealer,Manual,0,1.07
Renault,2022,8.4,41200,Petrol,Dealer,Manual,1,4.32
Toyota,2021,12.39,88998,CNG,Dealer,Automatic,0,5.01
Renault,2023,8.23,33557,Petrol,Individual,Manual,0,4.48
Renault,2021,7.7,76349,CNG,Individual,Manual,0,2.72
Mahindra,2021,11.83,73510,Diesel,Individual,Automatic,0,5.16
Renault,2017,6.16,130935,Diesel,Dealer,Manual,0,1.31
Toyota,2014,14.2,172999,Diesel,Individual,Manual,0,1.85
Ford,2020,8.54,87186,Diesel,Individual,Manual,0,2.81
Mahindra,2017,9.77,120224,Petrol,Dealer,Manual,0,2.06
Mahindra,2012,11.85,213445,Diesel,Individual,Manual,0,1.31
Mahindra,2025,13.15,13069,Petrol,Dealer,Automatic,0,12.58
Ford,2017,8.56,160438,Petrol,Dealer,Manual,1,1.7
Toyota,2022,15.91,60258,Petrol,Dealer,Manual,0,7.62
Maruti,2010,7.29,249076,Petrol,Individual,Manual,0,0.56
Ford,2022,11.11,47991,Petrol,Dealer,Manual,1,5.2
Hyundai,2025,9.23,16908,Diesel,Dealer,Manual,0,8.68
Ford,2017,7.87,150418,Petrol,Dealer,Manual,0,1.79
Tata,2019,8.25,109681,Petrol,Individual,Manual,0,2.02
Mahindra,2012,11.97,205206,Diesel,Individual,Manual,0,1.18
Hyundai,2021,8.25,67703,Petrol,Individual,Automatic,2,2.85
Hyundai,2025,8.07,18136,Petrol,Dealer,Manual,0,6.9
Mahindra,2019,13.03,110608,Diesel,Dealer,Automatic,0,3.91
Hyundai,2009,9.49,270137,Diesel,Dealer,Manual,0,0.71
Tata,2015,8.3,168507,Petrol,Individual,Manual,0,1.2
Skoda,2016,11.69,157722,Petrol,Individual,Manual,1,1.97
Honda,2014,8.25,178600,CNG,Individual,Manual,1,0.94
Renault,2010,7.81,239909,Petrol,Individual,Manual,1,0.58
Tata,2008,7.51,278072,Petrol,Dealer,Manual,3,0.45
Skoda,2018,12.01,129094,Diesel,Individual,Automatic,0,2.81
Tata,2018,6.84,115139,Petrol,Individual,Automatic,1,1.62
Toyota,2021,15.84,76420,Diesel,Dealer,Manual,0,7.04
Tata,2021,9.22,84056,Diesel,Dealer,Automatic,1,4.05
Volkswagen,2010,9.42,247177,Petrol,Dealer,Manual,0,0.78
Skoda,2025,14.41,13266,Petrol,Dealer,Manual,0,11.85
Volkswagen,2022,13.11,55572,Petrol,Dealer,Manual,0,6.73
Volkswagen,2015,11.21,175933,Petrol,Dealer,Manual,0,1.89
Honda,2022,11.44,61102,Petrol,Dealer,Manual,0,6.03
Toyota,2016,13.17,142342,Petrol,Individual,Manual,0,2.16
Hyundai,2022,9.0,59839,Petrol,Dealer,Automatic,0,4.58
Hyundai,2018,7.51,108131,Diesel,Dealer,Manual,0,1.96
Mahindra,2009,9.86,280665,Diesel,Individual,Manual,0,0.72
Maruti,2019,6.34,97706,Petrol,Individual,Automatic,0,1.91
Honda,2025,8.57,30261,Diesel,Dealer,Manual,0,7.8
Tata,2015,8.66,163400,Petrol,Individual,Manual,0,1.29
Hyundai,2020,8.39,83996,Petrol,Dealer,Manual,0,2.79
Hyundai,2013,9.41,191148,Petrol,Dealer,Manual,3,0.96
Renault,2011,7.2,213241,Petrol,Dealer,Manual,1,0.69
Toyota,2021,13.73,79853,Diesel,Individual,Manual,0,5.04
Renault,2015,6.22,170636,Petrol,Dealer,Automatic,1,1.07
Skoda,2014,12.94,178678,Diesel,Dealer,Manual,0,2.02
Mahindra,2025,11.22,15712,Petrol,Dealer,Automatic,1,9.78
Skoda,2014,12.27,177586,Petrol,Individual,Manual,0,1.69
Maruti,2020,6.69,79244,Diesel,Individual,Manual,0,2.23
Volkswagen,2008,10.67,264139,Petrol,Dealer,Automatic,0,0.79
Toyota,2018,12.94,115705,Diesel,Dealer,Manual,0,3.43
Tata,2008,8.62,270720,Diesel,Dealer,Manual,0,0.62
Toyota,2011,14.34,216328,Petrol,Dealer,Manual,0,1.36
Renault,2016,6.82,166414,Petrol,Individual,Manual,1,1.06
Ford,2014,7.92,186218,Diesel,Individual,Manual,1,0.98
Ford,2008,10.5,273715,Petrol,Individual,Automatic,1,0.65
Hyundai,2022,7.92,55520,Petrol,Individual,Automatic,1,3.53
Skoda,2016,11.38,147811,Petrol,Dealer,Manual,0,2.27
Hyundai,2009,9.95,251134,Petrol,Dealer,Manual,0,0.72
Maruti,2008,7.99,276253,Diesel,Individual,Manual,1,0.46
Volkswagen,2015,9.29,153238,Diesel,Dealer,Automatic,0,1.82
Tata,2020,9.16,92843,CNG,Dealer,Manual,1,2.75
Volkswagen,2013,12.98,205296,Petrol,Dealer,Manual,1,1.49
Maruti,2020,8.33,106750,Diesel,Dealer,Automatic,3,2.29
Hyundai,2020,8.94,86180,Diesel,Dealer,Manual,0,3.15
Volkswagen,2023,9.39,30223,Petrol,Individual,Manual,0,5.28
Ford,2015,11.1,165273,Petrol,Individual,Manual,0,1.64
Ford,2010,10.22,228388,CNG,Individual,Manual,0,0.77
Skoda,2025,13.69,13232,CNG,Individual,Manual,0,10.17
Toyota,2013,17.18,196093,Petrol,Dealer,Manual,0,2.11
Skoda,2023,11.92,38805,Petrol,Dealer,Manual,2,6.12
Toyota,2025,15.84,16669,Petrol,Dealer,Automatic,0,14.85
Tata,2020,8.99,87473,Diesel,Dealer,Automatic,0,3.27
Skoda,2025,11.17,13990,Diesel,Dealer,Manual,1,9.87
Ford,2022,8.21,49466,Diesel,Dealer,Manual,0,4.46
Hyundai,2011,9.69,235043,Petrol,Dealer,Manual,0,1.01
